Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
J.B. Holmes,86.0,54.71,2014,308.0,60.92,28.35,58.51,70.721,"1,007",1.0,2.0,-0.075,0.401,0.509,-0.317,0.28300000000000003,"$2,365,204"
Morgan Hoffmann,103.0,54.09,2014,295.4,62.74,28.53,57.53,70.899,448,,,0.506,0.034,-0.172,-0.425,0.125,"$1,595,922"
Jamie Lovemark,64.0,53.94,2014,302.4,64.91,29.48,56.2,71.345,212,,,-0.585,-0.35100000000000003,0.374,-0.321,0.18100000000000002,"$305,944"
Sean O'Hair,77.0,53.73,2014,300.5,63.42,29.06,59.57,71.24,278,,1.0,0.08199999999999999,-0.244,0.121,-0.473,0.026000000000000002,"$408,793"
Tyrone Van Aswegen,79.0,53.54,2014,290.0,64.17,29.01,58.25,71.07,355,,,0.017,-0.247,-0.735,0.29100000000000004,0.18100000000000002,"$454,856"
Ernie Els,85.0,53.26,2014,291.2,61.6,28.68,61.36,70.736,610,,2.0,-0.171,0.483,-0.016,0.141,0.529,"$1,799,569"
Ryo Ishikawa,75.0,53.26,2014,291.0,64.96,28.79,54.55,70.98,681,,3.0,0.092,0.32299999999999995,-0.259,0.395,0.095,"$1,380,579"
Troy Matteson,62.0,53.09,2014,296.7,61.97,29.43,52.64,72.237,238,,1.0,-0.42200000000000004,-1.337,-0.264,-0.41700000000000004,-0.233,"$387,796"
Charles Howell III,106.0,52.77,2014,304.1,67.66,29.11,61.26,70.134,"1,042",,6.0,0.037000000000000005,0.755,0.498,0.017,0.201,"$1,997,044"
Mike Weir,69.0,52.76,2014,271.2,57.44,28.4,59.84,71.789,375,,1.0,0.256,-0.626,-1.5819999999999999,0.257,0.44299999999999995,"$854,413"
James Driscoll,71.0,52.68,2014,284.2,60.88,28.86,55.4,71.454,311,,,0.12300000000000001,-0.835,-0.6609999999999999,-0.146,-0.151,"$371,404"
Aaron Baddeley,74.0,52.29,2014,293.8,59.8,28.15,60.27,70.796,528,,2.0,0.872,0.044000000000000004,-0.589,-0.29100000000000004,0.051,"$942,559"
Jimmy Walker,98.0,51.67,2014,301.0,67.59,28.73,58.39,69.789,"2,493",3.0,9.0,0.479,1.253,0.11900000000000001,0.608,0.048,"$5,787,016"
Andrew Loupe,65.0,50.0,2014,308.0,63.11,28.79,55.56,71.142,380,,1.0,0.35,-0.136,0.22,-0.509,-0.196,"$563,121"
Jerry Kelly,75.0,71.81,2013,273.2,65.41,28.84,62.96,70.52199999999999,580,,2.0,0.198,0.5920000000000001,0.109,0.159,0.125,"$832,407"
Mark Wilson,56.0,70.74,2013,278.0,66.24,29.69,61.39,70.916,476,,3.0,-0.21,0.3,0.185,0.252,0.07200000000000001,"$913,730"
Steve Stricker,51.0,70.65,2013,283.6,71.16,28.68,65.57,68.893,"1,117",,5.0,0.72,2.193,0.311,0.5670000000000001,0.596,"$4,440,532"
Jim Furyk,80.0,70.47,2013,275.3,68.3,29.31,59.55,69.828,"1,057",,5.0,0.092,1.389,0.023,0.95,0.32299999999999995,"$3,204,779"
Tim Clark,64.0,70.31,2013,273.9,62.02,28.89,60.19,70.693,703,,3.0,0.057999999999999996,0.14400000000000002,0.048,0.087,-0.049,"$1,355,952"
Chez Reavie,72.0,70.29,2013,282.8,66.74,29.03,59.86,70.6,439,,,-0.009000000000000001,0.375,0.381,0.18600000000000003,-0.184,"$590,925"
Henrik Stenson,65.0,70.09,2013,290.9,71.96,29.91,57.28,69.248,"1,426",,6.0,0.004,1.618,0.71,0.7759999999999999,0.128,"$6,388,230"
Zach Johnson,84.0,69.68,2013,278.8,68.14,29.35,59.66,70.07300000000001,"1,141",,6.0,0.365,0.8440000000000001,0.18100000000000002,0.251,0.047,"$4,044,509"
Justin Hicks,79.0,69.61,2013,280.0,68.59,29.89,51.89,71.138,451,,1.0,-0.21899999999999997,-0.139,0.218,0.462,-0.6,"$732,742"
Ken Duke,87.0,69.28,2013,275.1,63.09,28.92,56.92,71.025,902,1.0,2.0,-0.026000000000000002,-0.065,0.009000000000000001,0.13,-0.17800000000000002,"$1,722,583"
Jeff Maggert,63.0,68.83,2013,277.6,66.58,29.25,60.42,71.208,453,,2.0,-0.316,-0.267,0.07400000000000001,0.141,-0.166,"$1,022,331"
Jin Park,52.0,68.82,2013,273.2,63.44,29.24,59.27,71.777,125,,,-0.027000000000000003,-0.512,-0.335,-0.166,0.016,"$136,457"
Brian Davis,91.0,68.61,2013,278.8,62.15,28.38,58.87,70.69,622,,3.0,0.23199999999999998,0.6890000000000001,0.051,0.222,0.185,"$1,221,524"
John Huh,88.0,68.53,2013,282.0,66.6,29.64,59.36,70.758,661,,2.0,-0.22699999999999998,0.298,0.179,0.155,0.19,"$1,529,482"
Graeme McDowell,53.0,68.51,2013,277.5,62.7,29.04,61.09,70.503,941,1.0,4.0,0.136,0.5429999999999999,0.251,0.217,-0.061,"$2,174,595"
Ryan Moore,72.0,68.44,2013,282.3,64.32,29.18,57.68,70.825,653,,3.0,-0.027999999999999997,0.35,0.23199999999999998,0.006999999999999999,0.139,"$1,490,265"
"Ted Potter, Jr.",65.0,68.03,2013,280.3,64.48,29.1,60.77,70.615,518,,2.0,0.247,0.406,0.166,0.046,-0.052000000000000005,"$829,770"
Jordan Spieth,82.0,67.8,2013,289.4,66.94,28.68,61.07,69.668,"1,436",1.0,7.0,0.182,1.473,0.611,0.48,0.2,"$3,879,820"
Ben Kohles,75.0,67.78,2013,279.0,65.26,29.32,56.08,71.488,286,,1.0,0.051,-0.45899999999999996,-0.042,-0.113,-0.354,"$419,416"
Darron Stiles,51.0,67.64,2013,275.1,62.24,29.04,61.26,71.947,125,,,-0.42700000000000005,-0.912,-0.087,-0.401,0.003,"$184,866"
Doug LaBelle II,72.0,67.42,2013,280.1,64.37,28.9,56.12,71.317,290,,,0.545,-0.386,-0.243,-0.479,-0.21,"$338,921"
Roberto Castro,97.0,67.36,2013,282.3,67.3,29.24,61.47,70.494,823,,2.0,-0.465,0.466,0.204,0.379,0.348,"$2,154,898"
Kevin Streelman,86.0,67.25,2013,287.5,66.41,29.33,59.42,70.267,"1,333",1.0,5.0,0.24600000000000002,0.858,0.406,0.214,-0.008,"$3,088,284"
Richard Lee,81.0,66.95,2013,279.1,66.52,29.05,63.58,70.91199999999999,565,,2.0,0.564,0.313,-0.134,-0.07400000000000001,-0.043,"$920,836"
Hunter Mahan,91.0,66.61,2013,290.0,67.58,29.41,58.87,70.10600000000001,"1,101",,4.0,0.382,1.1340000000000001,0.41700000000000004,0.285,0.05,"$3,036,164"
David Toms,49.0,66.5,2013,277.4,63.64,29.02,59.72,71.134,326,,1.0,-0.379,-0.679,-0.37,-0.026000000000000002,0.095,"$646,161"
Colt Knost,69.0,66.48,2013,271.7,61.71,28.78,56.47,72.264,130,,,0.435,-1.2790000000000001,-0.625,-0.847,-0.242,"$176,710"
Boo Weekley,100.0,66.36,2013,290.9,69.39,30.13,55.35,70.611,"1,335",1.0,4.0,-0.6759999999999999,0.099,0.594,0.401,-0.221,"$2,786,662"
Brendon de Jonge,110.0,66.28,2013,286.3,68.84,29.1,62.56,70.154,769,,3.0,0.03,0.7559999999999999,0.28,0.414,0.032,"$1,795,244"
D.H. Lee,65.0,66.23,2013,280.9,65.98,29.23,57.79,71.187,432,,3.0,0.037000000000000005,-0.17600000000000002,-0.142,-0.055,-0.015,"$882,793"
K.J. Choi,85.0,66.04,2013,278.3,65.87,29.12,62.98,70.322,666,,2.0,0.337,0.845,0.096,0.154,0.258,"$973,751"
Brian Stuard,78.0,65.99,2013,281.8,65.77,29.31,60.31,70.869,583,,4.0,0.067,-0.068,-0.128,0.11800000000000001,-0.125,"$1,032,028"
Bryce Molder,82.0,65.95,2013,273.8,63.68,28.4,61.76,70.52,504,,,0.594,0.504,-0.5379999999999999,0.052000000000000005,0.395,"$816,922"
Graham DeLaet,94.0,65.8,2013,298.6,70.51,29.63,59.72,70.089,856,,5.0,0.1,1.069,0.488,0.64,-0.159,"$2,834,900"
Jason Bohn,70.0,65.74,2013,276.3,64.44,28.79,54.69,71.101,454,,2.0,0.185,-0.033,-0.156,0.034,-0.095,"$739,030"
George McNeill,68.0,65.62,2013,286.0,65.28,29.4,59.76,70.876,399,,,-0.027999999999999997,0.185,-0.012,0.255,-0.03,"$500,798"
Vaughn Taylor,50.0,65.32,2013,289.8,63.53,28.61,56.95,70.89699999999999,246,,1.0,0.10300000000000001,-0.038,-0.042,0.14800000000000002,-0.247,"$399,286"
Dicky Pride,71.0,65.24,2013,274.8,64.43,29.07,59.44,71.293,293,,2.0,-0.011000000000000001,-0.361,-0.365,0.012,0.002,"$495,390"
J.J. Henry,83.0,64.93,2013,284.7,67.97,30.0,56.53,70.992,516,,2.0,0.146,0.07200000000000001,0.138,-0.122,-0.08900000000000001,"$761,861"
David Lingmerth,68.0,64.87,2013,285.8,63.24,28.88,58.44,70.99600000000001,806,,3.0,-0.009000000000000001,0.015,0.301,-0.255,-0.022000000000000002,"$1,748,109"
Jason Dufner,78.0,64.81,2013,285.9,67.53,29.4,59.11,69.91199999999999,"1,256",1.0,3.0,-0.231,0.581,0.475,0.44,-0.10300000000000001,"$3,132,268"
Brian Gay,79.0,64.79,2013,275.1,56.68,27.51,63.8,71.16,744,1.0,1.0,0.428,-0.266,-0.5770000000000001,-0.45299999999999996,0.336,"$1,426,017"
Brandt Jobe,62.0,64.78,2013,292.1,66.0,29.69,54.65,71.175,283,,,-0.002,0.121,0.10400000000000001,0.209,-0.191,"$309,105"
Tom Gillis,69.0,64.75,2013,286.3,60.68,29.02,60.22,71.559,264,,,0.17300000000000001,-0.5429999999999999,0.062,-0.905,0.126,"$345,325"
Matt Jones,83.0,64.74,2013,292.3,66.0,28.89,63.98,70.245,836,,4.0,0.145,0.885,0.396,0.12300000000000001,0.22,"$1,724,707"
Nicholas Thompson,99.0,64.74,2013,291.6,67.85,29.58,56.89,70.92,585,,2.0,-0.281,0.225,0.42,0.373,-0.28800000000000003,"$959,434"
Russell Henley,80.0,64.68,2013,289.0,64.25,28.94,57.17,70.57,"1,048",1.0,3.0,0.609,0.754,0.43200000000000005,-0.053,-0.233,"$2,008,026"
Justin Leonard,86.0,64.36,2013,276.3,63.11,28.38,59.02,70.863,536,,1.0,0.348,0.115,-0.341,-0.255,0.363,"$694,139"
Kevin Stadler,83.0,64.21,2013,289.8,68.92,29.51,54.75,70.632,547,,2.0,-0.284,0.467,0.41,0.451,-0.11,"$1,281,177"
Billy Horschel,96.0,64.17,2013,293.8,67.48,29.14,55.69,70.244,"1,487",1.0,7.0,0.381,0.6559999999999999,0.465,-0.121,-0.069,"$3,501,703"
Bo Van Pelt,72.0,63.8,2013,285.9,65.63,29.59,53.35,71.08,542,,1.0,-0.18100000000000002,-0.07,0.18600000000000003,0.025,-0.1,"$956,629"
Justin Rose,62.0,63.57,2013,296.6,68.89,29.3,60.71,69.225,"1,447",1.0,5.0,-0.188,1.723,0.45899999999999996,0.961,0.491,"$4,146,148"
D.J. Trahan,48.0,63.54,2013,293.4,67.87,29.67,56.39,71.429,169,,1.0,-0.247,-0.531,0.182,-0.44799999999999995,-0.018000000000000002,"$284,249"
D.A. Points,87.0,63.48,2013,281.1,62.77,29.08,55.92,71.116,"1,038",1.0,2.0,-0.161,0.0,-0.19399999999999998,0.191,0.163,"$2,658,887"
Webb Simpson,92.0,63.3,2013,285.4,66.67,28.93,57.95,69.783,"1,188",,4.0,0.313,1.271,0.21600000000000003,0.517,0.225,"$2,957,582"
Bob Estes,66.0,63.11,2013,285.0,64.9,28.41,66.19,70.361,523,,2.0,0.335,0.759,-0.21600000000000003,0.27699999999999997,0.36200000000000004,"$769,717"
Aaron Watkins,46.0,63.03,2013,277.1,62.25,28.75,59.53,71.77,126,,1.0,0.402,-0.589,-0.568,-0.7070000000000001,0.285,"$217,495"
Charlie Wi,75.0,63.02,2013,282.1,60.56,28.34,59.92,71.17399999999999,401,,1.0,0.17600000000000002,-0.251,-0.22399999999999998,-0.498,0.295,"$656,672"
Cameron Tringale,80.0,62.89,2013,287.2,67.01,29.09,61.68,70.72399999999999,654,,1.0,0.10400000000000001,0.34299999999999997,-0.079,0.16899999999999998,0.149,"$971,209"
Luke Donald,60.0,62.87,2013,278.1,62.16,28.21,61.52,69.793,707,,4.0,0.528,1.2790000000000001,-0.45899999999999996,0.583,0.628,"$1,930,646"
Keegan Bradley,88.0,62.82,2013,300.6,66.54,28.94,60.88,69.72399999999999,"1,416",,7.0,0.25,1.403,0.698,0.27,0.185,"$3,636,813"
Greg Chalmers,77.0,62.8,2013,276.8,61.64,28.01,59.33,71.22800000000001,395,,2.0,0.857,-0.033,-0.552,-0.237,-0.102,"$632,283"
Will Claxton,67.0,62.8,2013,284.9,65.7,30.14,53.47,71.889,186,,,-0.7090000000000001,-0.804,0.341,-0.222,-0.215,"$206,722"
Y.E. Yang,56.0,62.79,2013,286.7,62.7,29.11,56.65,71.348,182,,,-0.069,-0.573,0.133,-0.5,-0.13699999999999998,"$259,118"
Jim Herman,59.0,62.71,2013,299.2,67.98,30.22,54.57,71.045,325,,2.0,-0.22899999999999998,0.053,0.55,-0.091,-0.17600000000000002,"$490,756"
Lee Westwood,70.0,62.59,2013,290.3,65.22,29.42,61.57,70.158,856,,6.0,-0.484,0.604,0.439,0.479,0.17,"$2,081,731"
Brandt Snedeker,79.0,62.57,2013,281.3,65.68,28.38,60.86,69.791,"2,218",2.0,8.0,0.6920000000000001,1.141,-0.025,0.121,0.354,"$5,318,087"
Stuart Appleby,88.0,62.53,2013,284.7,65.21,28.71,65.21,70.834,395,,1.0,0.353,0.24100000000000002,-0.28,-0.21899999999999997,0.387,"$538,333"
Tiger Woods,61.0,62.5,2013,293.2,67.59,28.85,60.0,68.944,"3,059",5.0,7.0,0.426,2.064,-0.142,1.5330000000000001,0.247,"$8,553,439"
Scott Langley,79.0,62.45,2013,278.9,64.0,29.08,59.47,71.26899999999999,386,,1.0,0.04,-0.171,-0.302,-0.124,0.215,"$590,684"
David Mathis,71.0,62.42,2013,280.6,63.6,29.73,52.39,72.222,197,,1.0,-0.44799999999999995,-1.149,-0.32799999999999996,-0.267,-0.105,"$274,477"
Ian Poulter,59.0,62.42,2013,281.7,63.52,28.83,61.49,70.382,645,,3.0,0.177,0.514,0.2,-0.153,0.29,"$1,723,463"
Chris Stroud,88.0,62.4,2013,277.0,64.33,28.4,64.6,70.546,800,,4.0,0.34,0.616,-0.578,0.52,0.33299999999999996,"$1,602,122"
Nick Watney,88.0,62.4,2013,291.2,68.48,29.99,56.35,70.78,663,,2.0,0.006,0.512,0.461,0.36200000000000004,-0.317,"$2,477,639"
Rod Pampling,46.0,62.35,2013,282.6,64.55,29.48,55.97,71.943,109,,,-0.564,-0.857,-0.115,-0.568,0.389,"$110,451"
Scott Brown,65.0,62.32,2013,289.5,64.1,29.03,55.71,71.25,588,1.0,1.0,-0.217,-0.067,0.33799999999999997,-0.174,-0.013999999999999999,"$1,012,142"
Bill Haas,85.0,62.31,2013,288.2,67.79,29.27,62.01,70.023,"1,505",1.0,9.0,0.266,1.265,0.365,0.34600000000000003,0.289,"$3,475,563"
Vijay Singh,61.0,62.31,2013,288.1,69.13,30.89,57.23,70.995,291,,,-0.8759999999999999,-0.025,0.371,0.501,-0.021,"$309,351"
William McGirt,75.0,62.3,2013,281.8,65.33,28.88,60.47,71.0,533,,2.0,0.22899999999999998,0.068,-0.20800000000000002,-0.11800000000000001,0.165,"$867,384"
Rickie Fowler,75.0,62.27,2013,286.4,63.59,28.65,59.59,70.212,822,,4.0,0.425,0.7829999999999999,0.14300000000000002,0.141,0.07400000000000001,"$1,816,742"
David Hearn,88.0,62.08,2013,279.7,64.71,28.48,57.78,70.738,728,,2.0,0.484,0.345,-0.19899999999999998,0.179,-0.11900000000000001,"$1,171,515"
Daniel Summerhays,83.0,62.08,2013,285.7,64.46,28.72,59.13,70.813,594,,4.0,0.221,0.45299999999999996,-0.062,0.22699999999999998,0.067,"$1,277,886"
Fabián Gómez,65.0,61.88,2013,289.5,64.1,28.97,59.76,71.33,339,,1.0,0.124,-0.248,0.08900000000000001,-0.435,-0.026000000000000002,"$586,942"
Adam Scott,61.0,61.84,2013,297.8,68.8,29.52,56.38,69.3,"1,347",1.0,5.0,-0.027000000000000003,1.31,0.7340000000000001,0.5479999999999999,0.055,"$4,892,611"
Lucas Glover,65.0,61.62,2013,293.7,66.41,30.51,51.91,71.577,454,,2.0,-0.851,-0.086,0.541,0.307,-0.083,"$747,812"
Brendan Steele,86.0,61.56,2013,290.7,65.99,29.49,57.17,71.053,574,,2.0,0.027999999999999997,0.023,0.025,-0.135,0.105,"$1,004,161"
Kevin Chappell,80.0,61.52,2013,292.9,66.11,29.44,58.4,70.92699999999999,689,,3.0,-0.33799999999999997,0.384,0.276,0.37,0.077,"$1,589,839"
Michael Thompson,66.0,61.39,2013,279.4,61.78,29.18,57.71,71.298,828,1.0,3.0,-0.12,-0.511,-0.28,-0.179,0.067,"$1,707,637"
Justin Bolli,59.0,61.36,2013,279.1,61.11,29.09,57.14,72.03399999999999,278,,2.0,0.038,-1.232,-0.273,-0.787,-0.21,"$545,187"
Martin Kaymer,61.0,61.36,2013,288.4,64.85,30.0,52.59,70.559,474,,3.0,0.13699999999999998,0.135,0.402,-0.07,-0.335,"$882,937"
Pat Perez,69.0,61.35,2013,290.1,67.87,29.35,56.64,70.835,544,,4.0,-0.039,0.284,-0.127,0.505,-0.055,"$974,800"
Sergio Garcia,65.0,61.28,2013,291.0,67.46,28.92,57.45,69.543,684,,4.0,0.591,1.5190000000000001,0.131,0.5379999999999999,0.259,"$2,251,139"
Luke Guthrie,82.0,61.24,2013,283.5,63.62,29.07,58.85,71.139,607,,2.0,-0.205,0.015,-0.11599999999999999,0.28,0.055,"$991,902"
Trevor Immelman,73.0,61.19,2013,283.6,66.51,29.94,59.13,71.491,295,,1.0,-0.365,-0.29100000000000004,-0.18100000000000002,0.162,0.094,"$360,549"
Ben Crane,62.0,60.94,2013,281.0,63.98,28.98,63.83,70.86399999999999,369,,2.0,0.024,0.19899999999999998,-0.14300000000000002,0.313,0.005,"$796,947"
Geoff Ogilvy,57.0,60.94,2013,285.1,62.18,29.82,55.67,71.58800000000001,492,,1.0,-0.337,-0.649,-0.161,-0.268,0.11699999999999999,"$892,920"
Andrew Svoboda,46.0,60.91,2013,290.1,65.91,29.7,52.96,71.747,89,,,0.067,-0.562,-0.027000000000000003,-0.295,-0.308,"$77,219"
Martin Laird,68.0,60.78,2013,293.4,63.64,29.5,56.18,71.029,809,1.0,2.0,-0.127,0.009000000000000001,0.389,-0.195,-0.057999999999999996,"$1,755,393"
Josh Teater,86.0,60.77,2013,293.7,66.53,29.46,53.44,70.904,682,,3.0,0.022000000000000002,0.33799999999999997,0.365,0.083,-0.133,"$1,332,652"
Chad Campbell,78.0,60.7,2013,288.9,67.03,29.58,58.76,71.234,330,,1.0,-0.249,-0.044000000000000004,-0.28600000000000003,0.525,-0.033,"$510,661"
Brian Harman,89.0,60.64,2013,287.5,62.61,28.54,58.74,71.29,578,,2.0,0.147,-0.29600000000000004,0.316,-0.856,0.096,"$909,759"
John Senden,79.0,60.57,2013,289.3,65.95,29.96,53.97,70.97,458,,,-0.138,0.078,0.344,-0.258,0.13,"$667,027"
Ben Curtis,59.0,60.55,2013,274.9,63.84,29.67,54.99,71.531,251,,,0.21100000000000002,-0.248,-0.632,-0.034,0.20800000000000002,"$372,543"
John Merrick,79.0,60.51,2013,284.3,66.53,29.27,56.51,70.736,909,1.0,2.0,0.063,0.517,0.038,0.365,0.051,"$1,969,478"
Derek Ernst,58.0,60.49,2013,291.5,63.89,29.86,49.34,72.271,598,1.0,1.0,-0.21600000000000003,-1.075,0.231,-0.564,-0.526,"$1,330,856"
Ricky Barnes,74.0,60.31,2013,289.4,70.48,30.29,53.23,71.34100000000001,342,,,-0.584,-0.278,-0.18100000000000002,0.7140000000000001,-0.22699999999999998,"$553,878"
Robert Karlsson,56.0,60.19,2013,287.2,63.14,29.67,57.39,71.482,236,,1.0,-0.337,-0.28600000000000003,-0.217,0.125,0.14300000000000002,"$444,238"
Steve LeBrun,66.0,60.16,2013,294.1,67.47,29.71,57.58,71.551,270,,,-0.18100000000000002,-0.39799999999999996,0.248,-0.28,-0.185,"$337,157"
Henrik Norlander,70.0,60.13,2013,295.0,67.4,29.75,55.14,71.36,229,,,-0.16,-0.254,0.166,-0.105,-0.155,"$401,958"
Charl Schwartzel,69.0,59.87,2013,296.1,65.85,29.01,55.02,69.65100000000001,871,,4.0,0.301,1.268,0.195,0.711,0.061,"$2,256,723"
Charlie Beljan,62.0,59.86,2013,295.4,64.61,29.98,52.66,71.839,459,,1.0,-0.205,-0.524,0.424,-0.43700000000000006,-0.306,"$916,229"
Greg Owen,73.0,59.76,2013,292.8,65.73,29.85,54.79,71.554,336,,,-0.669,-0.615,0.064,-0.045,0.036000000000000004,"$442,198"
Lee Williams,62.0,59.76,2013,275.6,61.67,28.82,64.25,71.792,134,,,-0.42700000000000005,-0.79,-0.514,-0.23,0.38,"$133,755"
Rory Sabbatini,86.0,59.72,2013,293.1,67.75,29.28,57.77,70.51100000000001,553,,5.0,-0.27399999999999997,0.469,0.273,0.46799999999999997,0.002,"$1,327,822"
Chris Kirk,89.0,59.65,2013,289.0,65.92,28.26,65.38,70.206,904,,3.0,0.456,0.9620000000000001,-0.213,0.62,0.099,"$1,728,616"
Charley Hoffman,84.0,59.57,2013,294.0,65.48,29.05,53.83,70.497,793,,5.0,0.128,0.578,0.33299999999999996,0.262,-0.145,"$1,582,423"
Robert Streb,75.0,59.57,2013,297.7,65.57,29.27,57.95,71.089,359,,,0.0,-0.231,0.16399999999999998,-0.39799999999999996,0.003,"$454,871"
Kyle Stanley,71.0,59.54,2013,298.1,67.37,30.45,53.72,71.842,662,,3.0,-0.6829999999999999,-0.332,0.64,0.419,-0.708,"$1,462,943"
Carl Pettersson,82.0,59.43,2013,290.2,62.22,29.08,54.6,71.273,439,,1.0,-0.027999999999999997,-0.129,0.026000000000000002,-0.252,0.126,"$738,143"
Cameron Percy,68.0,59.28,2013,293.6,65.74,29.14,60.44,71.10600000000001,230,,,0.121,-0.16699999999999998,0.001,-0.198,-0.092,"$277,336"
David Lynn,70.0,59.27,2013,277.9,62.48,28.7,60.52,71.016,716,,2.0,0.43200000000000005,0.361,-0.22899999999999998,-0.16399999999999998,0.32299999999999995,"$1,633,253"
Bud Cauley,67.0,59.16,2013,287.5,63.76,29.44,53.04,71.445,343,,,-0.57,-0.247,-0.063,0.23800000000000002,0.14800000000000002,"$443,698"
Matt Every,89.0,58.94,2013,288.1,65.54,29.01,56.52,71.023,545,,3.0,-0.092,0.293,0.32299999999999995,0.29600000000000004,-0.23399999999999999,"$1,188,867"
Matt Kuchar,93.0,58.93,2013,284.9,65.84,28.64,63.55,69.561,"2,293",2.0,7.0,0.39799999999999996,1.3980000000000001,-0.01,0.731,0.278,"$5,616,808"
Marc Leishman,77.0,58.77,2013,286.6,65.08,29.25,57.64,70.532,648,,4.0,0.08,0.318,-0.099,0.345,-0.009000000000000001,"$1,491,359"
Scott Stallings,79.0,58.73,2013,295.7,64.63,29.0,55.07,71.135,816,,4.0,0.146,-0.235,0.389,-0.379,-0.392,"$1,622,627"
Bubba Watson,76.0,58.73,2013,303.7,69.41,29.85,54.48,70.27600000000001,830,,3.0,-0.096,1.069,0.937,0.292,-0.065,"$1,759,276"
Johnson Wagner,64.0,58.69,2013,278.6,64.35,29.82,56.36,72.013,430,,2.0,0.271,-0.946,-0.461,-0.32,-0.436,"$801,955"
Harris English,95.0,58.65,2013,295.2,66.02,28.95,56.11,70.438,"1,134",1.0,4.0,0.47700000000000004,0.613,0.115,0.098,-0.077,"$2,201,167"
James Hahn,78.0,58.58,2013,293.3,64.71,28.8,55.96,71.222,480,,2.0,0.002,-0.067,0.044000000000000004,-0.079,-0.034,"$853,507"
John Rollins,77.0,58.56,2013,295.6,67.43,29.36,57.71,70.779,696,,2.0,-0.243,0.22699999999999998,0.16399999999999998,0.409,-0.10300000000000001,"$1,164,049"
Camilo Villegas,79.0,58.56,2013,291.8,66.74,29.13,56.12,70.586,450,,2.0,-0.149,0.45799999999999996,-0.183,0.885,-0.095,"$709,677"
Stephen Ames,49.0,58.53,2013,280.7,61.11,28.53,59.18,71.454,182,,,0.713,-0.584,-0.662,-0.488,-0.147,"$188,987"
Scott Gardiner,61.0,58.52,2013,288.4,64.12,29.66,51.97,72.082,161,,,-0.33,-0.9790000000000001,0.069,-0.527,-0.19,"$219,645"
Sangmoon Bae,83.0,58.39,2013,285.3,63.72,28.8,51.85,71.111,838,1.0,2.0,0.371,-0.11599999999999999,0.053,-0.165,-0.376,"$1,714,640"
Padraig Harrington,52.0,58.39,2013,288.3,60.88,29.24,56.52,71.017,345,,3.0,-0.131,-0.08900000000000001,-0.345,0.067,0.321,"$711,244"
Brad Fritsch,81.0,58.06,2013,297.0,66.59,29.34,55.29,71.085,350,,1.0,-0.212,-0.046,0.005,0.313,-0.152,"$452,184"
Jason Day,86.0,58.03,2013,299.3,64.93,28.63,61.39,69.732,"1,284",,6.0,0.37,0.976,0.452,-0.013000000000000001,0.16699999999999998,"$3,625,030"
Alistair Presnell,59.0,58.01,2013,284.6,62.28,29.37,57.36,71.95100000000001,140,,,-0.02,-1.03,-0.5479999999999999,-0.585,0.12300000000000001,"$163,134"
Rory McIlroy,56.0,57.92,2013,302.2,65.45,28.85,54.68,70.288,777,,5.0,-0.09300000000000001,0.985,0.624,0.42,0.032,"$1,802,443"
Robert Allenby,58.0,57.87,2013,284.9,62.4,29.64,52.77,72.056,129,,1.0,-0.337,-0.8590000000000001,-0.733,0.29600000000000004,-0.085,"$204,272"
Jeff Overton,78.0,57.83,2013,292.4,64.89,28.77,59.23,70.863,484,,2.0,0.315,0.327,0.29600000000000004,0.099,-0.384,"$721,723"
Ernie Els,63.0,57.72,2013,289.6,61.74,28.98,58.08,70.491,571,,1.0,-0.136,0.308,0.11,0.191,0.14300000000000002,"$1,173,761"
Morgan Hoffmann,64.0,57.72,2013,295.4,64.67,28.67,57.99,70.613,444,,3.0,0.193,0.318,0.22699999999999998,-0.344,0.242,"$871,003"
Ryan Palmer,79.0,57.69,2013,301.5,66.24,28.84,55.63,70.167,801,,4.0,0.33299999999999996,0.883,0.41100000000000003,0.461,-0.32299999999999995,"$1,521,592"
Gary Woodland,94.0,57.6,2013,303.8,66.98,29.34,54.58,70.733,683,1.0,1.0,0.062,0.45899999999999996,0.331,0.45899999999999996,-0.392,"$1,915,732"
Eric Meierdierks,48.0,57.5,2013,301.9,66.55,30.52,50.54,72.414,72,,,-0.978,-1.476,0.316,-0.314,-0.501,"$58,029"
Andres Romero,63.0,57.35,2013,293.1,61.3,28.58,57.91,71.256,430,,2.0,0.11699999999999999,-0.2,-0.05,-0.43700000000000006,0.17,"$718,507"
Phil Mickelson,78.0,57.3,2013,287.9,66.67,28.56,58.55,69.742,"2,166",2.0,6.0,0.6609999999999999,1.436,0.021,0.494,0.26,"$5,495,793"
Stewart Cink,71.0,57.19,2013,290.0,67.76,29.99,53.16,70.633,568,,3.0,-0.23800000000000002,0.41600000000000004,-0.264,0.975,-0.057999999999999996,"$1,052,712"
Erik Compton,74.0,56.89,2013,292.7,65.09,29.01,61.51,71.01100000000001,422,,1.0,0.23399999999999999,-0.193,0.012,-0.363,-0.076,"$651,660"
Jonas Blixt,76.0,56.54,2013,283.7,60.89,28.39,61.5,71.11,912,1.0,2.0,0.312,-0.40299999999999997,-0.22699999999999998,-0.882,0.39399999999999996,"$2,027,517"
